Alpha-3 code;Cancer code;Population code (ISO/UN);Country;Label;Sex;Number;MIR;Crude rate;Cumulative risk;indicator
LAO;40;418;418;Lao People's Democratic Republic;0;6176;28.71052632;826;117;MIR
LBN;40;422;422;Lebanon;0;7178;181.6;1074;96;MIR
LSO;40;426;426;Lesotho;0;1389;201.5;638;8;MIR
LVA;40;428;428;Latvia;0;5808;111;3141;137;MIR
LBR;40;430;430;Liberia;0;2699;46.05555556;509;87;MIR
LBY;40;434;434;Libya;0;5291;453;752;87;MIR
LTU;40;440;440;Lithuania;0;8294;31.92307692;3116;138;MIR
LUX;40;442;442;Luxembourg;0;1089;385.5;1695;82;MIR
MDG;40;450;450;Madagascar;0;14034;15.50943396;481;85;MIR
MWI;40;454;454;Malawi;0;13802;2.577777778;684;118;MIR
MYS;40;458;458;Malaysia;0;31420;14.52542373;947;87;MIR
MDV;40;462;462;Maldives;0;241;7.84;446;63;MIR
MLI;40;466;466;Mali;0;10541;40.36;491;107;MIR
MLT;40;470;470;Malta;0;1033;17.31914894;2326;87;MIR
MTQ;40;474;474;France, Martinique;0;885;61;2366;82;MIR
MRT;40;478;478;Mauritania;0;2207;21.08571429;45;79;MIR
MUS;40;480;480;Mauritius;0;1469;16.24390244;1152;71;MIR
MEX;40;484;484;Mexico;0;95165;39.3125;723;67;MIR
MNG;40;496;496;Mongolia;0;4923;28.77777778;1457;191;MIR
MDA;40;498;498;Moldova;0;8099;16.7260274;2018;143;MIR
MNE;40;499;499;Montenegro;0;1521;86.14285714;2422;13;MIR
MAR;40;504;504;Morocco;0;36754;35.625;973;9;MIR
MOZ;40;508;508;Mozambique;0;18723;236.25;566;93;MIR
OMN;40;512;512;Oman;0;2249;10.78688525;422;73;MIR
NAM;40;516;516;Namibia;0;1873;25.20930233;711;11;MIR
NPL;40;524;524;Nepal;0;14600;45.75;483;6;MIR
NLD;40;528;528;The Netherlands;0;49653;3.322580645;2885;107;MIR
NCL;40;540;540;New Caledonia;0;466;2.306122449;1602;121;MIR
VUT;40;548;548;Vanuatu;0;151;Inf;469;77;MIR
NZL;40;554;554;New Zealand;0;11111;24.75;2268;99;MIR
NIC;40;558;558;Nicaragua;0;4782;14.92156863;705;79;MIR
NER;40;562;562;Niger;0;8628;18.48571429;331;68;MIR
NGA;40;566;566;Nigeria;0;78311;61.16666667;361;79;MIR
NOR;40;578;578;Norway;0;13323;61;2417;88;MIR
PAK;40;586;586;Pakistan;0;116294;16.68292683;507;75;MIR
PAN;40;591;591;Panama;0;3740;20.40625;841;68;MIR
PNG;40;598;598;Papua New Guinea;0;6933;571.5;746;116;MIR
PRY;40;600;600;Paraguay;0;6497;38.65217391;889;9;MIR
PER;40;604;604;Peru;0;35550;31.38461538;1055;8;MIR
PHL;40;608;608;Philippines;0;112831;32.11428571;1003;119;MIR
POL;40;616;616;Poland;0;118982;38.94117647;3153;145;MIR
PRT;40;620;620;Portugal;0;33503;16.67692308;3304;111;MIR
GNB;40;624;624;Guinea-Bissau;0;838;125.5;406;84;MIR
TLS;40;626;626;Timor-Leste;0;517;110.8;378;62;MIR
PRI;40;630;630;Puerto Rico;0;5746;16.55555556;2031;79;MIR
QAT;40;634;634;Qatar;0;781;10.97619048;262;5;MIR
REU;40;638;638;France, La Réunion;0;1579;34;1739;102;MIR
ROU;40;642;642;Romania;0;55627;101.1538462;2923;145;MIR
RUS;40;643;643;Russian Federation;0;310160;4.074074074;2127;128;MIR
RWA;40;646;646;Rwanda;0;4833;18.34375;355;64;MIR
LCA;40;662;662;Saint Lucia;0;223;Inf;1205;82;MIR
STP;40;678;678;Sao Tome and Principe;0;90;Inf;395;8;MIR
SAU;40;682;682;Saudi Arabia;0;13312;32.71428571;371;49;MIR
SEN;40;686;686;Senegal;0;8025;30.92307692;455;85;MIR
SRB;40;688;688;Serbia;0;23646;38.63636364;2733;141;MIR
SLE;40;694;694;Sierra Leone;0;1334;Inf;161;29;MIR
SGP;40;702;702;Singapore;0;13248;20.46296296;2229;111;MIR
SVK;40;703;703;Slovakia;0;15043;69.38888889;2755;135;MIR
VNM;40;704;704;Viet Nam;0;119694;21;121;109;MIR
SVN;40;705;705;Slovenia;0;6836;14.5;329;123;MIR
SOM;40;706;706;Somalia;0;7886;58.5;468;98;MIR
ZAF;40;710;710;South Africa;0;63646;43.14285714;1048;117;MIR
ZWE;40;716;716;Zimbabwe;0;11599;26.81132075;757;15;MIR
ESP;40;724;724;Spain;0;114808;16.37037037;2457;95;MIR
SSD;40;728;728;South Sudan;0;5010;50.06666667;431;8;MIR
SDN;40;729;729;Sudan;0;18216;35.16666667;396;65;MIR
SUR;40;740;740;Suriname;0;626;10.51724138;1049;91;MIR
SWZ;40;748;748;Eswatini;0;686;108.875;579;88;MIR
SWE;40;752;752;Sweden;0;25461;4.473684211;2492;86;MIR
CHE;40;756;756;Switzerland;0;19266;24.5;2196;82;MIR
SYR;40;760;760;Syrian Arab Republic;0;13647;12.61971831;705;92;MIR
TJK;40;762;762;Tajikistan;0;4203;30.23809524;422;67;MIR
THA;40;764;764;Thailand;0;117760;42.09090909;168;101;MIR
TGO;40;768;768;Togo;0;3527;10.63235294;406;77;MIR
TTO;40;780;780;Trinidad and Tobago;0;2216;34.53571429;1575;97;MIR
ARE;40;784;784;United Arab Emirates;0;2264;9.625;225;56;MIR
TUN;40;788;788;Tunisia;0;12450;27.37931034;1034;85;MIR
TUR;40;792;792;Türkiye;0;129099;13.44186047;1509;125;MIR
TKM;40;795;795;Turkmenistan;0;4420;13.86440678;713;91;MIR
UGA;40;800;800;Uganda;0;24440;51.31818182;505;119;MIR
UKR;40;804;804;Ukraine;0;83582;27.18918919;1935;12;MIR
MKD;40;807;807;North Macedonia;0;4312;30.10810811;2072;126;MIR
EGY;40;818;818;Egypt;0;94069;32.21212121;886;11;MIR
GBR;40;826;826;United Kingdom;0;180294;37.53846154;2632;99;MIR
TZA;40;834;834;Tanzania, United Republic of;0;29467;9.816326531;466;101;MIR
USA;40;840;840;United States of America;0;600970;19.95121951;1795;87;MIR
BFA;40;854;854;Burkina Faso;0;10903;Inf;493;11;MIR
URY;40;858;858;Uruguay;0;8933;31.17073171;2555;137;MIR
UZB;40;860;860;Uzbekistan;0;21928;1.059701493;638;81;MIR
VEN;40;862;862;Venezuela;0;31072;23.55263158;1062;92;MIR
WSM;40;882;882;Samoa;0;208;57.40909091;1029;139;MIR
YEM;40;887;887;Yemen;0;11726;41.93333333;376;66;MIR
ZMB;40;894;894;Zambia;0;9694;21.21568627;498;112;MIR
;;;;Total;;9670043;70.07692308;1227;96;MIR
AFG;8;4;4;Afghanistan;0;391;0.703703704;96;22;MIR
ALB;8;8;8;Albania;0;155;0.490566038;54;3;MIR
DZA;8;12;12;Algeria;0;2645;19;58;62;MIR
AGO;8;24;24;Angola;0;288;0.782608696;82;14;MIR
AZE;8;31;31;Azerbaijan;0;493;1.518518519;48;47;MIR
ARG;8;32;32;Argentina;0;7542;2.039215686;164;11;MIR
AUS;8;36;36;Australia;0;3754;0.037830121;144;44;MIR
AUT;8;40;40;Austria;0;1431;0.303571429;158;54;MIR
BHS;8;44;44;Bahamas;0;49;2.552631579;122;11;MIR
BHR;8;48;48;Bahrain;0;41;0.057971014;23;44;MIR
BGD;8;50;50;Bangladesh;0;1715;0.148648649;1;12;MIR
ARM;8;51;51;Armenia;0;369;2.875;124;81;MIR
BRB;8;52;52;Barbados;0;78;3.741935484;271;13;MIR
BEL;8;56;56;Belgium;0;2293;2.782608696;197;66;MIR
BTN;8;64;64;Bhutan;0;6;7.25;76;14;MIR
BOL;8;68;68;Bolivia;0;380;6.2;32;38;MIR
BIH;8;70;70;Bosnia Herzegovina;0;566;1.126984127;174;85;MIR
BWA;8;72;72;Botswana;0;21;0.25;86;14;MIR
BRA;8;76;76;Brazil;0;18117;0.527777778;84;61;MIR
BLZ;8;84;84;Belize;0;19;0.580645161;46;61;MIR
SLB;8;90;90;Solomon Islands;0;4;0.189655172;55;8;MIR
BRN;8;96;96;Brunei Darussalam;0;36;1.647058824;81;68;MIR
BGR;8;100;100;Bulgaria;0;1939;1.569230769;283;12;MIR
MMR;8;104;104;Myanmar;0;1566;1;28;31;MIR
BDI;8;108;108;Burundi;0;117;10.5;93;25;MIR
BLR;8;112;112;Belarus;0;1644;0.126984127;174;98;MIR
KHM;8;116;116;Cambodia;0;562;20.5;33;44;MIR
CMR;8;120;120;Cameroon;0;304;1.157894737;11;25;MIR
CAN;8;124;124;Canada;0;7548;0.121495327;197;48;MIR
CPV;8;132;132;Cape Verde;0;9;0.692307692;16;1;MIR
CAF;8;140;140;Central African Republic;0;52;1.75;1;21;MIR
LKA;8;144;144;Sri Lanka;0;594;1.307692308;28;2;MIR
TCD;8;148;148;Chad;0;89;2.290322581;51;8;MIR
CHL;8;152;152;Chile;0;2348;0.888888889;122;65;MIR
CHN;8;156;160;China;0;115360;2.157894737;82;42;MIR
COL;8;170;170;Colombia;0;4126;14.5;8;61;MIR
COM;8;174;174;Comoros;0;7;0.518518519;77;22;MIR
COG;8;178;178;Congo, Republic of;0;39;0.5;67;13;MIR
COD;8;180;180;Congo, Democratic People Republic of;0;868;18;91;2;MIR
CRI;8;188;188;Costa Rica;0;524;0.342391304;101;64;MIR
HRV;8;191;191;Croatia;0;1496;1.608108108;369;13;MIR
CUB;8;192;192;Cuba;0;2643;0.583850932;234;97;MIR
CYP;8;196;196;Cyprus;0;268;1.103448276;219;92;MIR
CZE;8;203;203;Czechia;0;2102;0.052238806;196;78;MIR
BEN;8;204;204;Benin;0;202;0.1875;16;3;MIR
DNK;8;208;208;Denmark;0;1501;0.337349398;257;86;MIR
DOM;8;214;214;Dominican Republic;0;844;3.136363636;76;83;MIR
ECU;8;218;218;Ecuador;0;964;0.785714286;53;44;MIR
SLV;8;222;222;El Salvador;0;311;1.681818182;48;38;MIR
GNQ;8;226;226;Equatorial Guinea;0;20;1.105263158;13;24;MIR
ETH;8;231;231;Ethiopia;0;2588;1.058823529;21;42;MIR
ERI;8;232;232;Eritrea;0;64;1.08;18;31;MIR
EST;8;233;233;Estonia;0;363;1.581818182;275;1;MIR
FJI;8;242;242;Fiji;0;29;0.402173913;32;31;MIR
FIN;8;246;246;Finland;0;1014;0.504587156;183;58;MIR
FRA;8;250;250;France (metropolitan);0;15091;0.316964286;23;71;MIR
GUF;8;254;254;French Guyana;0;16;0.727272727;51;53;MIR
PYF;8;258;258;French Polynesia;0;14;Inf;49;59;MIR
DJI;8;262;262;Djibouti;0;24;14;24;35;MIR
GAB;8;266;266;Gabon;0;41;13;18;31;MIR
GEO;8;268;268;Georgia;0;319;0.735849057;8;47;MIR
GMB;8;270;270;The Republic of the Gambia;0;11;2.517241379;43;8;MIR
PSE;8;275;275;Gaza Strip and West Bank;0;215;4.933333333;4;83;MIR
DEU;8;276;276;Germany;0;16991;0.242677824;203;6;MIR
GHA;8;288;288;Ghana;0;200;0.857142857;62;12;MIR
GRC;8;300;300;Greece;0;3259;1.775510204;316;9;MIR
GLP;8;312;312;France, Guadeloupe;0;78;0.806818182;195;78;MIR
GUM;8;316;316;Guam;0;19;Inf;111;6;MIR
GTM;8;320;320;Guatemala;0;492;11.33333333;27;36;MIR
GIN;8;324;324;Guinea;0;63;3.071428571;45;9;MIR
GUY;8;328;328;Guyana;0;38;2;48;39;MIR
HTI;8;332;332;Haiti;0;634;5.727272727;54;5;MIR
HND;8;340;340;Honduras;0;270;1.777777778;26;32;MIR
HUN;8;348;348;Hungary;0;3249;0.819354839;338;15;MIR
ISL;8;352;352;Iceland;0;79;0.751937984;229;1;MIR
IND;8;356;356;India;0;20629;0.185185185;15;17;MIR
IDN;8;360;360;Indonesia;0;10212;1.296296296;37;38;MIR
IRN;8;364;364;Iran, Islamic Republic of;0;4878;1.2;57;53;MIR
IRQ;8;368;368;Iraq;0;901;2.1875;21;41;MIR
IRL;8;372;372;Ireland;0;496;0.111405836;99;41;MIR
ISR;8;376;376;Israel;0;1171;4.6;131;62;MIR
ITA;8;380;380;Italy;0;18450;0.652892562;306;8;MIR
CIV;8;384;384;Côte d'Ivoire;0;485;2.2;18;38;MIR
JAM;8;388;388;Jamaica;0;392;5.105263158;131;11;MIR
JPN;8;392;392;Japan;0;42598;3.217391304;339;71;MIR
KAZ;8;398;398;Kazakhstan;0;1089;5.222222222;57;59;MIR
JOR;8;400;400;Jordan;0;472;2.863636364;46;71;MIR
KEN;8;404;404;Kenya;0;1220;2.136363636;22;52;MIR
PRK;8;408;408;Korea, Democratic People Republic of;0;2083;0.642857143;8;67;MIR
KOR;8;410;410;Korea, Republic of;0;7021;1.342105263;137;44;MIR
KWT;8;414;414;Kuwait;0;132;0.872340426;3;45;MIR
KGZ;8;417;417;Kyrgyzstan;0;129;0.533333333;19;29;MIR
LAO;8;418;418;Lao People's Democratic Republic;0;239;22.5;32;48;MIR
LBN;8;422;422;Lebanon;0;423;1.238095238;63;56;MIR
LSO;8;426;426;Lesotho;0;38;0.657142857;18;24;MIR
LVA;8;428;428;Latvia;0;325;0.698795181;176;67;MIR
LBR;8;430;430;Liberia;0;61;0.090909091;12;22;MIR
LBY;8;434;434;Libya;0;439;6.076923077;62;62;MIR
LTU;8;440;440;Lithuania;0;539;2.129032258;203;75;MIR
LUX;8;442;442;Luxembourg;0;87;0.021352313;135;66;MIR
MDG;8;450;450;Madagascar;0;249;0.551724138;85;17;MIR
MWI;8;454;454;Malawi;0;150;0.5;74;15;MIR
MYS;8;458;458;Malaysia;0;2104;4.071428571;63;57;MIR
MDV;8;462;462;Maldives;0;15;1.782608696;28;43;MIR
MLI;8;466;466;Mali;0;318;1.137931034;15;38;MIR
MLT;8;470;470;Malta;0;89;0.984848485;20;7;MIR
MTQ;8;474;474;France, Martinique;0;81;0.779069767;217;67;MIR
MRT;8;478;478;Mauritania;0;66;1;14;26;MIR
MUS;8;480;480;Mauritius;0;125;1.285714286;98;58;MIR
MEX;8;484;484;Mexico;0;6700;0.830188679;51;5;MIR
MNG;8;496;496;Mongolia;0;75;1.5;22;29;MIR
MDA;8;498;498;Moldova;0;661;0.467661692;165;12;MIR
MNE;8;499;499;Montenegro;0;106;0.455621302;169;86;MIR
MAR;8;504;504;Morocco;0;1641;3.166666667;43;42;MIR
MOZ;8;508;508;Mozambique;0;206;0.378378378;62;15;MIR
OMN;8;512;512;Oman;0;153;2.4375;29;44;MIR
NAM;8;516;516;Namibia;0;52;0.230769231;2;4;MIR
NPL;8;524;524;Nepal;0;405;0.172413793;13;17;MIR
NLD;8;528;528;The Netherlands;0;4659;3.034482759;271;9;MIR
NCL;8;540;540;New Caledonia;0;23;9.166666667;79;62;MIR
VUT;8;548;548;Vanuatu;0;5;Inf;16;36;MIR
NZL;8;554;554;New Zealand;0;1166;0.071372549;238;82;MIR
NIC;8;558;558;Nicaragua;0;272;1.592592593;4;46;MIR
NER;8;562;562;Niger;0;321;1.173913043;12;3;MIR
NGA;8;566;566;Nigeria;0;2605;1;12;3;MIR
NOR;8;578;578;Norway;0;1611;0.570621469;292;94;MIR
PAK;8;586;586;Pakistan;0;3100;0.620689655;14;2;MIR
PAN;8;591;591;Panama;0;286;0.135135135;64;57;MIR
PNG;8;598;598;Papua New Guinea;0;182;0.25;2;35;MIR
PRY;8;600;600;Paraguay;0;537;1.309090909;74;74;MIR
PER;8;604;604;Peru;0;2026;0.709677419;6;43;MIR
PHL;8;608;608;Philippines;0;7025;5.916666667;62;76;MIR
POL;8;616;616;Poland;0;9555;16;253;11;MIR
PRT;8;620;620;Portugal;0;3284;0.107142857;324;91;MIR
GNB;8;624;624;Guinea-Bissau;0;20;0.739130435;97;2;MIR
TLS;8;626;626;Timor-Leste;0;24;0.290322581;18;26;MIR
PRI;8;630;630;Puerto Rico;0;751;9.181818182;265;11;MIR
QAT;8;634;634;Qatar;0;55;0.043478261;19;32;MIR
REU;8;638;638;France, La Réunion;0;127;17.75;14;72;MIR
ROU;8;642;642;Romania;0;4568;1.093023256;24;11;MIR
RUS;8;643;643;Russian Federation;0;24877;1.098591549;171;93;MIR
RWA;8;646;646;Rwanda;0;111;0.722222222;82;15;MIR
LCA;8;662;662;Saint Lucia;0;18;Inf;97;73;MIR
STP;8;678;678;Sao Tome and Principe;0;4;0.545454545;18;49;MIR
SAU;8;682;682;Saudi Arabia;0;1035;2.615384615;29;37;MIR
SEN;8;686;686;Senegal;0;203;0.777777778;12;24;MIR
SRB;8;688;688;Serbia;0;1579;1.262295082;183;87;MIR
SLE;8;694;694;Sierra Leone;0;4;1.75;5;0;MIR
SGP;8;702;702;Singapore;0;1366;3;23;11;MIR
SVK;8;703;703;Slovakia;0;1319;0.860869565;242;11;MIR
VNM;8;704;704;Viet Nam;0;3719;0.272727273;38;35;MIR
SVN;8;705;705;Slovenia;0;457;0.717391304;22;66;MIR
SOM;8;706;706;Somalia;0;345;14.33333333;21;51;MIR
ZAF;8;710;710;South Africa;0;3235;0.318181818;53;6;MIR
ZWE;8;716;716;Zimbabwe;0;287;0.770833333;19;45;MIR
ESP;8;724;724;Spain;0;12129;0.868131868;26;84;MIR
SSD;8;728;728;South Sudan;0;147;11.5;13;26;MIR
SDN;8;729;729;Sudan;0;546;1.058823529;12;17;MIR
SUR;8;740;740;Suriname;0;55;3.24;92;9;MIR
SWZ;8;748;748;Eswatini;0;15;0.047619048;13;21;MIR
SWE;8;752;752;Sweden;0;2206;0.033018868;216;72;MIR
CHE;8;756;756;Switzerland;0;1299;0.130666667;148;5;MIR
SYR;8;760;760;Syrian Arab Republic;0;764;1.821428571;4;55;MIR
TJK;8;762;762;Tajikistan;0;102;0.941176471;1;16;MIR
THA;8;764;764;Thailand;0;5390;1.695652174;77;42;MIR
TGO;8;768;768;Togo;0;153;0.970588235;18;36;MIR
TTO;8;780;780;Trinidad and Tobago;0;184;1.262295082;131;8;MIR
ARE;8;784;784;United Arab Emirates;0;147;1.941176471;15;4;MIR
TUN;8;788;788;Tunisia;0;547;1.206896552;45;39;MIR
TUR;8;792;792;Türkiye;0;8295;0.97260274;97;77;MIR
TKM;8;795;795;Turkmenistan;0;74;0.291666667;12;16;MIR
UGA;8;800;800;Uganda;0;522;1.555555556;11;35;MIR
UKR;8;804;804;Ukraine;0;5865;1.431818182;136;82;MIR
MKD;8;807;807;North Macedonia;0;292;1;14;82;MIR
EGY;8;818;818;Egypt;0;1991;1;19;22;MIR
GBR;8;826;826;United Kingdom;0;12234;0.341040462;179;56;MIR
TZA;8;834;834;Tanzania, United Republic of;0;587;0.75;93;2;MIR
USA;8;840;840;United States of America;0;37879;0.083728278;113;55;MIR
BFA;8;854;854;Burkina Faso;0;211;0.714285714;95;15;MIR
URY;8;858;858;Uruguay;0;884;0.651162791;253;12;MIR
UZB;8;860;860;Uzbekistan;0;609;1.5;18;25;MIR
VEN;8;862;862;Venezuela;0;1926;0.473684211;66;58;MIR
WSM;8;882;882;Samoa;0;11;Inf;54;79;MIR
YEM;8;887;887;Yemen;0;656;2.4375;21;44;MIR
ZMB;8;894;894;Zambia;0;106;0.5;54;15;MIR
;;;;Total;;537893;0.451923077;68;47;MIR
AFG;12;4;4;Afghanistan;0;111;3.210526316;27;7;MIR
ALB;12;8;8;Albania;0;33;0.113207547;12;8;MIR
DZA;12;12;12;Algeria;0;785;0.653846154;17;19;MIR
AGO;12;24;24;Angola;0;22;0.9375;6;2;MIR
AZE;12;31;31;Azerbaijan;0;51;14.33333333;5;6;MIR
ARG;12;32;32;Argentina;0;528;1.037974684;12;1;MIR
AUS;12;36;36;Australia;0;194;4.428571429;74;3;MIR
AUT;12;40;40;Austria;0;73;0.29787234;81;3;MIR
BHS;12;44;44;Bahamas;0;4;2.548387097;1;12;MIR
BHR;12;48;48;Bahrain;0;4;0.107142857;22;4;MIR
BGD;12;50;50;Bangladesh;0;6660;0.477272727;4;46;MIR
ARM;12;51;51;Armenia;0;44;0.892473118;15;1;MIR
BRB;12;52;52;Barbados;0;1;0.262295082;35;4;MIR
BEL;12;56;56;Belgium;0;40;0.013333333;34;1;MIR
BTN;12;64;64;Bhutan;0;12;9;15;21;MIR
BOL;12;68;68;Bolivia;0;831;21;69;73;MIR
BIH;12;70;70;Bosnia Herzegovina;0;88;0.154929577;27;13;MIR
BWA;12;72;72;Botswana;0;0;0;0;0;MIR
BRA;12;76;76;Brazil;0;1458;1;68;5;MIR
BLZ;12;84;84;Belize;0;1;1.384615385;24;9;MIR
SLB;12;90;90;Solomon Islands;0;2;2.058823529;28;3;MIR
BRN;12;96;96;Brunei Darussalam;0;2;13.75;45;4;MIR
BGR;12;100;100;Bulgaria;0;61;0.426666667;89;4;MIR
MMR;12;104;104;Myanmar;0;794;1.076923077;14;16;MIR
BDI;12;108;108;Burundi;0;7;0.933333333;6;2;MIR
BLR;12;112;112;Belarus;0;109;0.722222222;12;6;MIR
KHM;12;116;116;Cambodia;0;104;5.928571429;61;9;MIR
CMR;12;120;120;Cameroon;0;22;1.142857143;8;2;MIR
CAN;12;124;124;Canada;0;317;0.04;83;3;MIR
CPV;12;132;132;Cape Verde;0;1;2.083333333;18;4;MIR
CAF;12;140;140;Central African Republic;0;8;3;16;4;MIR
LKA;12;144;144;Sri Lanka;0;72;0.265060241;33;3;MIR
TCD;12;148;148;Chad;0;3;4;2;0;MIR
CHL;12;152;152;Chile;0;1236;0.654545455;64;43;MIR
CHN;12;156;160;China;0;24543;1.977272727;17;1;MIR
COL;12;170;170;Colombia;0;519;18.5;1;9;MIR
COM;12;174;174;Comoros;0;0;0;0;0;MIR
COG;12;178;178;Congo, Republic of;0;0;0;0;0;MIR
COD;12;180;180;Congo, Democratic People Republic of;0;84;1.357142857;9;2;MIR
CRI;12;188;188;Costa Rica;0;33;1;64;5;MIR
HRV;12;191;191;Croatia;0;119;1.287671233;29;11;MIR
CUB;12;192;192;Cuba;0;55;0.5;49;3;MIR
CYP;12;196;196;Cyprus;0;8;0.302325581;65;3;MIR
CZE;12;203;203;Czechia;0;259;0.935483871;24;1;MIR
BEN;12;204;204;Benin;0;35;1.28125;27;3;MIR
DNK;12;208;208;Denmark;0;58;0.376470588;99;3;MIR
DOM;12;214;214;Dominican Republic;0;41;6.4;37;4;MIR
ECU;12;218;218;Ecuador;0;132;1.702702703;73;7;MIR
SLV;12;222;222;El Salvador;0;75;3.538461538;11;1;MIR
GNQ;12;226;226;Equatorial Guinea;0;1;0.583333333;7;2;MIR
ETH;12;231;231;Ethiopia;0;375;4.071428571;31;7;MIR
ERI;12;232;232;Eritrea;0;16;5.75;44;9;MIR
EST;12;233;233;Estonia;0;20;0.569767442;15;6;MIR
FJI;12;242;242;Fiji;0;7;2.785714286;77;12;MIR
FIN;12;246;246;Finland;0;69;0.438202247;12;5;MIR
FRA;12;250;250;France (metropolitan);0;270;0.138297872;41;1;MIR
GUF;12;254;254;French Guyana;0;1;0.473684211;32;6;MIR
PYF;12;258;258;French Polynesia;0;6;0.304347826;21;19;MIR
DJI;12;262;262;Djibouti;0;4;3.857142857;39;8;MIR
GAB;12;266;266;Gabon;0;6;1.088235294;26;4;MIR
GEO;12;268;268;Georgia;0;75;1.685185185;19;11;MIR
GMB;12;270;270;The Republic of the Gambia;0;0;0;0;0;MIR
PSE;12;275;275;Gaza Strip and West Bank;0;34;0.282608696;64;14;MIR
DEU;12;276;276;Germany;0;1057;0.425287356;13;4;MIR
GHA;12;288;288;Ghana;0;32;0.705882353;1;1;MIR
GRC;12;300;300;Greece;0;54;0.215189873;52;2;MIR
GLP;12;312;312;France, Guadeloupe;0;11;1.12195122;28;11;MIR
GUM;12;316;316;Guam;0;0;0;0;0;MIR
GTM;12;320;320;Guatemala;0;42;0.12;23;3;MIR
GIN;12;324;324;Guinea;0;7;0.086419753;5;1;MIR
GUY;12;328;328;Guyana;0;1;6;13;3;MIR
HTI;12;332;332;Haiti;0;47;1.65625;4;7;MIR
HND;12;340;340;Honduras;0;86;0.027027027;84;13;MIR
HUN;12;348;348;Hungary;0;164;0.586538462;17;7;MIR
ISL;12;352;352;Iceland;0;3;0.333333333;87;0;MIR
IND;12;356;356;India;0;16407;0.114583333;12;13;MIR
IDN;12;360;360;Indonesia;0;432;7.5;15;1;MIR
IRN;12;364;364;Iran, Islamic Republic of;0;421;1.205128205;49;5;MIR
IRQ;12;368;368;Iraq;0;155;2.09375;37;8;MIR
IRL;12;372;372;Ireland;0;59;0.739130435;12;5;MIR
ISR;12;376;376;Israel;0;42;0.317073171;47;3;MIR
ITA;12;380;380;Italy;0;743;4.25;12;4;MIR
CIV;12;384;384;Côte d'Ivoire;0;89;2.434782609;32;6;MIR
JAM;12;388;388;Jamaica;0;33;2.378378378;11;1;MIR
JPN;12;392;392;Japan;0;7252;0.112244898;58;1;MIR
KAZ;12;398;398;Kazakhstan;0;94;0.773584906;49;5;MIR
JOR;12;400;400;Jordan;0;47;1.815789474;46;8;MIR
KEN;12;404;404;Kenya;0;366;0.4;65;19;MIR
PRK;12;408;408;Korea, Democratic People Republic of;0;840;0.446808511;32;25;MIR
KOR;12;410;410;Korea, Republic of;0;2091;0.2;41;15;MIR
KWT;12;414;414;Kuwait;0;28;2.515151515;64;1;MIR
KGZ;12;417;417;Kyrgyzstan;0;31;1.255319149;46;8;MIR
LAO;12;418;418;Lao People's Democratic Republic;0;51;0.071428571;68;11;MIR
LBN;12;422;422;Lebanon;0;47;1.487179487;7;6;MIR
LSO;12;426;426;Lesotho;0;0;0;0;0;MIR
LVA;12;428;428;Latvia;0;22;0.451612903;12;5;MIR
LBR;12;430;430;Liberia;0;9;1.785714286;17;3;MIR
LBY;12;434;434;Libya;0;111;0.473684211;16;16;MIR
LTU;12;440;440;Lithuania;0;44;0.623529412;17;6;MIR
LUX;12;442;442;Luxembourg;0;0;0;0;0;MIR
MDG;12;450;450;Madagascar;0;24;1.307692308;8;2;MIR
MWI;12;454;454;Malawi;0;5;0.8;2;0;MIR
MYS;12;458;458;Malaysia;0;228;2.214285714;69;6;MIR
MDV;12;462;462;Maldives;0;0;0;0;0;MIR
MLI;12;466;466;Mali;0;18;0.620689655;8;2;MIR
MLT;12;470;470;Malta;0;2;1.333333333;45;2;MIR
MTQ;12;474;474;France, Martinique;0;6;0.079365079;16;6;MIR
MRT;12;478;478;Mauritania;0;14;2.444444444;29;5;MIR
MUS;12;480;480;Mauritius;0;13;1.421052632;1;7;MIR
MEX;12;484;484;Mexico;0;844;1.435897436;64;7;MIR
MNG;12;496;496;Mongolia;0;8;0.490909091;24;2;MIR
MDA;12;498;498;Moldova;0;15;0.259259259;37;3;MIR
MNE;12;499;499;Montenegro;0;7;0.879310345;11;6;MIR
MAR;12;504;504;Morocco;0;373;3.035714286;99;1;MIR
MOZ;12;508;508;Mozambique;0;7;0.068965517;2;1;MIR
OMN;12;512;512;Oman;0;31;3.428571429;58;12;MIR
NAM;12;516;516;Namibia;0;5;2.666666667;19;5;MIR
NPL;12;524;524;Nepal;0;860;2.357142857;29;37;MIR
NLD;12;528;528;The Netherlands;0;132;0.320987654;77;3;MIR
NCL;12;540;540;New Caledonia;0;2;0.8;69;9;MIR
VUT;12;548;548;Vanuatu;0;0;0;0;0;MIR
NZL;12;554;554;New Zealand;0;63;9.166666667;13;6;MIR
NIC;12;558;558;Nicaragua;0;75;0.315789474;11;14;MIR
NER;12;562;562;Niger;0;24;0.617647059;9;3;MIR
NGA;12;566;566;Nigeria;0;222;1.923076923;1;2;MIR
NOR;12;578;578;Norway;0;33;0.259259259;6;2;MIR
PAK;12;586;586;Pakistan;0;2451;0.217391304;11;18;MIR
PAN;12;591;591;Panama;0;26;1.516129032;58;6;MIR
PNG;12;598;598;Papua New Guinea;0;59;0.705882353;63;11;MIR
PRY;12;600;600;Paraguay;0;41;1.166666667;56;6;MIR
PER;12;604;604;Peru;0;647;0.365853659;19;17;MIR
