Alpha-3 code;Cancer code;Population code (ISO/UN);Country;Label;Sex;Number;MIR;Crude rate;Cumulative risk;indicator
SWE;25;752;752;Sweden;0;543;0.411764706;107;5;MIR
CHE;25;756;756;Switzerland;0;456;0.391304348;103;4;MIR
SYR;25;760;760;Syrian Arab Republic;0;294;1.09375;3;43;MIR
TJK;25;762;762;Tajikistan;0;56;0.6;11;16;MIR
THA;25;764;764;Thailand;0;2644;0.583333333;73;49;MIR
TGO;25;768;768;Togo;0;84;16.5;19;39;MIR
TTO;25;780;780;Trinidad and Tobago;0;81;1.140625;114;89;MIR
ARE;25;784;784;United Arab Emirates;0;61;0.097560976;19;48;MIR
TUN;25;788;788;Tunisia;0;236;0.604166667;39;35;MIR
TUR;25;792;792;Türkiye;0;2848;0.666666667;66;57;MIR
TKM;25;795;795;Turkmenistan;0;104;1.096774194;33;4;MIR
UGA;25;800;800;Uganda;0;509;1.517241379;21;52;MIR
UKR;25;804;804;Ukraine;0;2638;0.055045872;114;72;MIR
MKD;25;807;807;North Macedonia;0;78;0.362831858;75;49;MIR
EGY;25;818;818;Egypt;0;1944;21;37;48;MIR
GBR;25;826;826;United Kingdom;0;4159;0.448598131;12;55;MIR
TZA;25;834;834;Tanzania, United Republic of;0;510;0.115384615;16;37;MIR
USA;25;840;840;United States of America;0;13273;0.435294118;79;43;MIR
BFA;25;854;854;Burkina Faso;0;432;1.163934426;39;83;MIR
URY;25;858;858;Uruguay;0;164;5.111111111;91;55;MIR
UZB;25;860;860;Uzbekistan;0;562;0.785714286;33;39;MIR
VEN;25;862;862;Venezuela;0;687;0.716981132;46;44;MIR
WSM;25;882;882;Samoa;0;8;0.920792079;82;11;MIR
YEM;25;887;887;Yemen;0;224;0.657142857;15;24;MIR
ZMB;25;894;894;Zambia;0;138;1.037037037;14;34;MIR
;;;;Total;;206858;0.056338028;53;46;MIR
AFG;13;4;4;Afghanistan;0;354;1.636363636;87;21;MIR
ALB;13;8;8;Albania;0;290;0.404761905;101;63;MIR
DZA;13;12;12;Algeria;0;1136;0.409836066;25;3;MIR
AGO;13;24;24;Angola;0;269;0.355555556;77;18;MIR
AZE;13;31;31;Azerbaijan;0;322;0.162650602;31;33;MIR
ARG;13;32;32;Argentina;0;5097;1.074626866;111;84;MIR
AUS;13;36;36;Australia;0;3552;1.113207547;136;65;MIR
AUT;13;40;40;Austria;0;2012;1.5;222;97;MIR
BHS;13;44;44;Bahamas;0;15;0.376623377;38;3;MIR
BHR;13;48;48;Bahrain;0;27;0.818181818;15;34;MIR
BGD;13;50;50;Bangladesh;0;1320;1.545454545;79;1;MIR
ARM;13;51;51;Armenia;0;428;0.694214876;144;1;MIR
BRB;13;52;52;Barbados;0;38;11.8;132;75;MIR
BEL;13;56;56;Belgium;0;2206;1.314814815;189;81;MIR
BTN;13;64;64;Bhutan;0;14;0.012578616;18;27;MIR
BOL;13;68;68;Bolivia;0;360;0.310344828;3;32;MIR
BIH;13;70;70;Bosnia Herzegovina;0;489;0.666666667;151;78;MIR
BWA;13;72;72;Botswana;0;14;5.769230769;57;1;MIR
BRA;13;76;76;Brazil;0;14294;0.605263158;66;52;MIR
BLZ;13;84;84;Belize;0;8;0.479166667;19;23;MIR
SLB;13;90;90;Solomon Islands;0;7;0.708333333;97;14;MIR
BRN;13;96;96;Brunei Darussalam;0;18;0.394230769;4;41;MIR
BGR;13;100;100;Bulgaria;0;1208;8;177;88;MIR
MMR;13;104;104;Myanmar;0;741;0.110169492;13;16;MIR
BDI;13;108;108;Burundi;0;81;0.283018868;64;18;MIR
BLR;13;112;112;Belarus;0;1237;0.431372549;131;83;MIR
KHM;13;116;116;Cambodia;0;178;0.317073171;1;15;MIR
CMR;13;120;120;Cameroon;0;168;0.371428571;6;15;MIR
CAN;13;124;124;Canada;0;6534;1.361702128;17;67;MIR
CPV;13;132;132;Cape Verde;0;7;0.274509804;12;19;MIR
CAF;13;140;140;Central African Republic;0;29;0.342857143;58;16;MIR
LKA;13;144;144;Sri Lanka;0;269;3.153846154;13;1;MIR
TCD;13;148;148;Chad;0;146;6.333333333;84;21;MIR
CHL;13;152;152;Chile;0;1793;0.35915493;93;59;MIR
CHN;13;156;160;China;0;106295;0.284671533;75;45;MIR
COL;13;170;170;Colombia;0;2573;0.279069767;5;41;MIR
COM;13;174;174;Comoros;0;4;3.619047619;44;9;MIR
COG;13;178;178;Congo, Republic of;0;37;0.323529412;64;14;MIR
COD;13;180;180;Congo, Democratic People Republic of;0;645;0.358974359;68;17;MIR
CRI;13;188;188;Costa Rica;0;337;0.285714286;65;43;MIR
HRV;13;191;191;Croatia;0;774;0.074468085;191;85;MIR
CUB;13;192;192;Cuba;0;982;0.696428571;87;46;MIR
CYP;13;196;196;Cyprus;0;199;1.344262295;163;94;MIR
CZE;13;203;203;Czechia;0;2309;1.791666667;215;1;MIR
BEN;13;204;204;Benin;0;202;0.525423729;16;33;MIR
DNK;13;208;208;Denmark;0;1221;1.490566038;209;92;MIR
DOM;13;214;214;Dominican Republic;0;554;0.709677419;5;5;MIR
ECU;13;218;218;Ecuador;0;692;0.2578125;38;35;MIR
SLV;13;222;222;El Salvador;0;204;0.292682927;31;26;MIR
GNQ;13;226;226;Equatorial Guinea;0;16;0.888888889;11;3;MIR
ETH;13;231;231;Ethiopia;0;842;0.393939394;7;15;MIR
ERI;13;232;232;Eritrea;0;27;4;74;14;MIR
EST;13;233;233;Estonia;0;278;0.061068702;21;99;MIR
FJI;13;242;242;Fiji;0;23;0.682926829;25;27;MIR
FIN;13;246;246;Finland;0;1401;21;252;1;MIR
FRA;13;250;250;France (metropolitan);0;14669;0.163265306;224;92;MIR
GUF;13;254;254;French Guyana;0;18;0.744186047;57;28;MIR
PYF;13;258;258;French Polynesia;0;17;0.058823529;6;42;MIR
DJI;13;262;262;Djibouti;0;11;0.482758621;11;18;MIR
GAB;13;266;266;Gabon;0;48;1.375;21;36;MIR
GEO;13;268;268;Georgia;0;384;0.505154639;97;6;MIR
GMB;13;270;270;The Republic of the Gambia;0;18;0.571428571;7;2;MIR
PSE;13;275;275;Gaza Strip and West Bank;0;126;9;24;51;MIR
DEU;13;276;276;Germany;0;21292;1.28125;254;96;MIR
GHA;13;288;288;Ghana;0;341;0.354166667;11;22;MIR
GRC;13;300;300;Greece;0;2180;1.126984127;211;83;MIR
GLP;13;312;312;France, Guadeloupe;0;74;0.62601626;185;96;MIR
GUM;13;316;316;Guam;0;11;0.639344262;64;35;MIR
GTM;13;320;320;Guatemala;0;321;0.18852459;17;26;MIR
GIN;13;324;324;Guinea;0;54;0.170212766;39;8;MIR
GUY;13;328;328;Guyana;0;16;0.422222222;2;21;MIR
HTI;13;332;332;Haiti;0;271;0.292929293;23;31;MIR
HND;13;340;340;Honduras;0;269;0.38372093;26;38;MIR
HUN;13;348;348;Hungary;0;2284;1.28;238;12;MIR
ISL;13;352;352;Iceland;0;45;1.848484848;13;72;MIR
IND;13;356;356;India;0;12759;0.2;91;11;MIR
IDN;13;360;360;Indonesia;0;5833;0.153846154;21;24;MIR
IRN;13;364;364;Iran, Islamic Republic of;0;3251;0.18556701;38;4;MIR
IRQ;13;368;368;Iraq;0;752;6.4;18;4;MIR
IRL;13;372;372;Ireland;0;618;1.075471698;123;63;MIR
ISR;13;376;376;Israel;0;1131;1.293103448;127;85;MIR
ITA;13;380;380;Italy;0;14903;1.058823529;247;81;MIR
CIV;13;384;384;Côte d'Ivoire;0;302;0.479166667;11;27;MIR
JAM;13;388;388;Jamaica;0;132;0.492753623;44;42;MIR
JPN;13;392;392;Japan;0;43265;0.028985507;345;87;MIR
KAZ;13;398;398;Kazakhstan;0;1172;0.379562044;61;67;MIR
JOR;13;400;400;Jordan;0;282;0.716981132;27;45;MIR
KEN;13;404;404;Kenya;0;872;0.486111111;16;43;MIR
PRK;13;408;408;Korea, Democratic People Republic of;0;1752;0.323741007;67;52;MIR
KOR;13;410;410;Korea, Republic of;0;7582;2.185185185;148;66;MIR
KWT;13;414;414;Kuwait;0;105;1.28;24;37;MIR
KGZ;13;417;417;Kyrgyzstan;0;238;0.260606061;35;56;MIR
LAO;13;418;418;Lao People's Democratic Republic;0;73;0.115044248;98;14;MIR
LBN;13;422;422;Lebanon;0;302;1.258064516;45;46;MIR
LSO;13;426;426;Lesotho;0;20;0.705882353;92;15;MIR
LVA;13;428;428;Latvia;0;419;0.694214876;227;1;MIR
LBR;13;430;430;Liberia;0;40;0.311111111;75;17;MIR
LBY;13;434;434;Libya;0;203;0.921052632;29;39;MIR
LTU;13;440;440;Lithuania;0;565;0.068376068;212;98;MIR
LUX;13;442;442;Luxembourg;0;88;1.369565217;137;71;MIR
MDG;13;450;450;Madagascar;0;202;0.295454545;69;15;MIR
MWI;13;454;454;Malawi;0;45;1.375;22;6;MIR
MYS;13;458;458;Malaysia;0;979;0.658536585;3;33;MIR
MDV;13;462;462;Maldives;0;7;0.28358209;13;24;MIR
MLI;13;466;466;Mali;0;236;0.181818182;11;32;MIR
MLT;13;470;470;Malta;0;97;1.537037037;219;98;MIR
MTQ;13;474;474;France, Martinique;0;65;0.537037037;174;69;MIR
MRT;13;478;478;Mauritania;0;48;0.346153846;98;2;MIR
MUS;13;480;480;Mauritius;0;65;0.50877193;51;35;MIR
MEX;13;484;484;Mexico;0;5267;0.555555556;4;41;MIR
MNG;13;496;496;Mongolia;0;139;0.014084507;41;54;MIR
MDA;13;498;498;Moldova;0;532;0.822916667;133;96;MIR
MNE;13;499;499;Montenegro;0;70;1.41025641;112;64;MIR
MAR;13;504;504;Morocco;0;1181;0.490909091;31;34;MIR
MOZ;13;508;508;Mozambique;0;130;1.024691358;39;9;MIR
OMN;13;512;512;Oman;0;83;0.329268293;16;31;MIR
NAM;13;516;516;Namibia;0;19;0.48;72;17;MIR
NPL;13;524;524;Nepal;0;343;0.2;11;16;MIR
NLD;13;528;528;The Netherlands;0;3366;1.651162791;196;83;MIR
NCL;13;540;540;New Caledonia;0;26;0.75;89;72;MIR
VUT;13;548;548;Vanuatu;0;1;1.571428571;31;7;MIR
NZL;13;554;554;New Zealand;0;628;11.2;128;63;MIR
NIC;13;558;558;Nicaragua;0;215;0.384615385;32;41;MIR
NER;13;562;562;Niger;0;333;1.032258065;13;34;MIR
NGA;13;566;566;Nigeria;0;1283;0.722222222;59;14;MIR
NOR;13;578;578;Norway;0;1046;1.761904762;19;82;MIR
PAK;13;586;586;Pakistan;0;1083;1.914285714;47;8;MIR
PAN;13;591;591;Panama;0;165;0.306818182;37;3;MIR
PNG;13;598;598;Papua New Guinea;0;93;0.209876543;1;17;MIR
PRY;13;600;600;Paraguay;0;321;0.6875;44;48;MIR
PER;13;604;604;Peru;0;1628;0.258741259;48;4;MIR
PHL;13;608;608;Philippines;0;3946;0.095238095;35;48;MIR
POL;13;616;616;Poland;0;5795;0.802469136;154;8;MIR
PRT;13;620;620;Portugal;0;2086;0.5;206;73;MIR
GNB;13;624;624;Guinea-Bissau;0;9;1.740740741;44;15;MIR
TLS;13;626;626;Timor-Leste;0;16;0.5625;12;23;MIR
PRI;13;630;630;Puerto Rico;0;377;1.678571429;133;54;MIR
QAT;13;634;634;Qatar;0;31;0.057142857;1;23;MIR
REU;13;638;638;France, La Réunion;0;90;0.540816327;99;62;MIR
ROU;13;642;642;Romania;0;3209;0.820224719;169;89;MIR
RUS;13;643;643;Russian Federation;0;20672;0.525547445;142;9;MIR
RWA;13;646;646;Rwanda;0;57;0.085365854;42;9;MIR
LCA;13;662;662;Saint Lucia;0;11;0.418604651;59;37;MIR
STP;13;678;678;Sao Tome and Principe;0;3;0.207207207;13;24;MIR
SAU;13;682;682;Saudi Arabia;0;567;0.074074074;16;23;MIR
SEN;13;686;686;Senegal;0;160;0.25;91;21;MIR
SRB;13;688;688;Serbia;0;1343;0.971830986;155;83;MIR
SLE;13;694;694;Sierra Leone;0;27;2.5;33;1;MIR
SGP;13;702;702;Singapore;0;910;9.25;153;85;MIR
SVK;13;703;703;Slovakia;0;959;1.227272727;176;96;MIR
VNM;13;704;704;Viet Nam;0;1226;0.007462687;12;12;MIR
SVN;13;705;705;Slovenia;0;422;0.869047619;203;86;MIR
SOM;13;706;706;Somalia;0;145;3.8;86;22;MIR
ZAF;13;710;710;South Africa;0;2360;1.305555556;39;49;MIR
ZWE;13;716;716;Zimbabwe;0;188;0.252427184;12;3;MIR
ESP;13;724;724;Spain;0;8194;10.66666667;175;75;MIR
SSD;13;728;728;South Sudan;0;103;4.25;89;19;MIR
SDN;13;729;729;Sudan;0;260;4.083333333;57;11;MIR
SUR;13;740;740;Suriname;0;24;0.760869565;4;41;MIR
SWZ;13;748;748;Eswatini;0;9;1.076923077;76;18;MIR
SWE;13;752;752;Sweden;0;2239;2.083333333;219;84;MIR
CHE;13;756;756;Switzerland;0;1745;1.411764706;199;82;MIR
SYR;13;760;760;Syrian Arab Republic;0;562;0.791666667;29;43;MIR
TJK;13;762;762;Tajikistan;0;76;0.067010309;76;12;MIR
THA;13;764;764;Thailand;0;3280;0.757575758;47;3;MIR
TGO;13;768;768;Togo;0;62;0.277777778;71;16;MIR
TTO;13;780;780;Trinidad and Tobago;0;103;10.5;73;44;MIR
ARE;13;784;784;United Arab Emirates;0;79;0.58974359;78;25;MIR
TUN;13;788;788;Tunisia;0;503;0.914285714;42;38;MIR
TUR;13;792;792;Türkiye;0;8415;0.632478632;98;86;MIR
TKM;13;795;795;Turkmenistan;0;127;0.20661157;21;31;MIR
UGA;13;800;800;Uganda;0;271;0.484848485;56;19;MIR
UKR;13;804;804;Ukraine;0;5241;0.063157895;121;78;MIR
MKD;13;807;807;North Macedonia;0;241;0.652631579;116;79;MIR
EGY;13;818;818;Egypt;0;3186;1.027777778;3;44;MIR
GBR;13;826;826;United Kingdom;0;10769;0.166666667;157;68;MIR
TZA;13;834;834;Tanzania, United Republic of;0;494;0.404761905;78;21;MIR
USA;13;840;840;United States of America;0;49491;1.634146341;148;79;MIR
BFA;13;854;854;Burkina Faso;0;655;1.564102564;3;68;MIR
URY;13;858;858;Uruguay;0;686;1.02173913;196;11;MIR
UZB;13;860;860;Uzbekistan;0;987;0.323529412;29;42;MIR
VEN;13;862;862;Venezuela;0;1330;0.506666667;45;44;MIR
WSM;13;882;882;Samoa;0;10;0.521367521;49;9;MIR
YEM;13;887;887;Yemen;0;286;0.305084746;92;19;MIR
ZMB;13;894;894;Zambia;0;102;0.333333333;52;16;MIR
;;;;Total;;467219;0.456521739;59;47;MIR
AFG;26;4;4;Afghanistan;0;7;5;3;1;MIR
ALB;26;8;8;Albania;0;7;2.090909091;48;3;MIR
DZA;26;12;12;Algeria;0;2;0.018518519;1;0;MIR
AGO;26;24;24;Angola;0;31;0.794520548;18;8;MIR
AZE;26;31;31;Azerbaijan;0;1;0.068965517;2;1;MIR
ARG;26;32;32;Argentina;0;160;7;71;6;MIR
AUS;26;36;36;Australia;0;31;1;24;1;MIR
AUT;26;40;40;Austria;0;26;0.285714286;58;2;MIR
BHS;26;44;44;Bahamas;0;1;0.795454545;51;4;MIR
BHR;26;48;48;Bahrain;0;0;0;0;0;MIR
BGD;26;50;50;Bangladesh;0;244;0.313131313;29;3;MIR
ARM;26;51;51;Armenia;0;6;0.710526316;43;3;MIR
BRB;26;52;52;Barbados;0;0;0;0;0;MIR
BEL;26;56;56;Belgium;0;21;0.217391304;36;2;MIR
BTN;26;64;64;Bhutan;0;2;0.619047619;48;5;MIR
BOL;26;68;68;Bolivia;0;61;3.428571429;1;1;MIR
BIH;26;70;70;Bosnia Herzegovina;0;3;0.310344828;19;2;MIR
BWA;26;72;72;Botswana;0;14;0.382978723;12;19;MIR
BRA;26;76;76;Brazil;0;547;0.033898305;52;4;MIR
BLZ;26;84;84;Belize;0;0;0;0;0;MIR
SLB;26;90;90;Solomon Islands;0;2;0.86746988;55;3;MIR
BRN;26;96;96;Brunei Darussalam;0;0;0;0;0;MIR
BGR;26;100;100;Bulgaria;0;24;0.727272727;72;4;MIR
MMR;26;104;104;Myanmar;0;177;2.931034483;67;7;MIR
BDI;26;108;108;Burundi;0;32;1;51;16;MIR
BLR;26;112;112;Belarus;0;18;2.666666667;41;3;MIR
KHM;26;116;116;Cambodia;0;47;1.553191489;56;8;MIR
CMR;26;120;120;Cameroon;0;5;0.08;4;1;MIR
CAN;26;124;124;Canada;0;72;0.140186916;38;1;MIR
CPV;26;132;132;Cape Verde;0;0;0;0;0;MIR
CAF;26;140;140;Central African Republic;0;0;0;0;0;MIR
LKA;26;144;144;Sri Lanka;0;43;0.432835821;42;3;MIR
TCD;26;148;148;Chad;0;0;0;0;0;MIR
CHL;26;152;152;Chile;0;43;0.6;45;3;MIR
CHN;26;156;160;China;0;2275;0.073170732;32;2;MIR
COL;26;170;170;Colombia;0;154;0.061728395;61;5;MIR
COM;26;174;174;Comoros;0;1;0.62962963;22;3;MIR
COG;26;178;178;Congo, Republic of;0;0;0;0;0;MIR
COD;26;180;180;Congo, Democratic People Republic of;0;70;0.376470588;15;4;MIR
CRI;26;188;188;Costa Rica;0;11;0.195652174;43;2;MIR
HRV;26;191;191;Croatia;0;11;1.5;56;2;MIR
CUB;26;192;192;Cuba;0;43;0.813953488;77;4;MIR
CYP;26;196;196;Cyprus;0;2;0.06918239;33;1;MIR
CZE;26;203;203;Czechia;0;43;4;81;4;MIR
BEN;26;204;204;Benin;0;3;0.209677419;5;0;MIR
DNK;26;208;208;Denmark;0;19;3;66;2;MIR
DOM;26;214;214;Dominican Republic;0;19;1.347826087;34;3;MIR
ECU;26;218;218;Ecuador;0;45;0.686567164;5;4;MIR
SLV;26;222;222;El Salvador;0;8;0.958333333;26;2;MIR
GNQ;26;226;226;Equatorial Guinea;0;0;0;0;0;MIR
ETH;26;231;231;Ethiopia;0;20;0.131578947;3;0;MIR
ERI;26;232;232;Eritrea;0;0;0;0;0;MIR
EST;26;233;233;Estonia;0;5;0.780487805;8;4;MIR
FJI;26;242;242;Fiji;0;0;0;0;0;MIR
FIN;26;246;246;Finland;0;13;0.209876543;47;2;MIR
FRA;26;250;250;France (metropolitan);0;132;1.454545455;42;2;MIR
GUF;26;254;254;French Guyana;0;0;0;0;0;MIR
PYF;26;258;258;French Polynesia;0;0;0;0;0;MIR
DJI;26;262;262;Djibouti;0;0;0;0;0;MIR
GAB;26;266;266;Gabon;0;0;0;0;0;MIR
GEO;26;268;268;Georgia;0;14;0.956521739;74;6;MIR
GMB;26;270;270;The Republic of the Gambia;0;1;0.380952381;8;2;MIR
PSE;26;275;275;Gaza Strip and West Bank;0;0;0;0;0;MIR
DEU;26;276;276;Germany;0;279;0.410714286;67;3;MIR
GHA;26;288;288;Ghana;0;6;0.105263158;4;1;MIR
GRC;26;300;300;Greece;0;43;0.49122807;85;3;MIR
GLP;26;312;312;France, Guadeloupe;0;0;0;0;0;MIR
GUM;26;316;316;Guam;0;0;0;0;0;MIR
GTM;26;320;320;Guatemala;0;7;0.297297297;8;1;MIR
GIN;26;324;324;Guinea;0;0;0;0;0;MIR
GUY;26;328;328;Guyana;0;1;0.305882353;25;3;MIR
HTI;26;332;332;Haiti;0;23;4.25;4;5;MIR
HND;26;340;340;Honduras;0;36;1.895833333;7;8;MIR
HUN;26;348;348;Hungary;0;27;0.17791411;59;3;MIR
ISL;26;352;352;Iceland;0;0;0;0;0;MIR
IND;26;356;356;India;0;4450;4.2;61;7;MIR
IDN;26;360;360;Indonesia;0;419;0.066666667;3;3;MIR
IRN;26;364;364;Iran, Islamic Republic of;0;21;1.25;5;0;MIR
IRQ;26;368;368;Iraq;0;2;0.021276596;1;0;MIR
IRL;26;372;372;Ireland;0;15;0.056603774;6;3;MIR
ISR;26;376;376;Israel;0;2;0.024390244;4;1;MIR
ITA;26;380;380;Italy;0;162;1.7;55;2;MIR
CIV;26;384;384;Côte d'Ivoire;0;2;0.038461538;1;0;MIR
JAM;26;388;388;Jamaica;0;7;1.032258065;47;4;MIR
JPN;26;392;392;Japan;0;177;0.104477612;29;1;MIR
KAZ;26;398;398;Kazakhstan;0;17;0.678571429;18;2;MIR
JOR;26;400;400;Jordan;0;0;0;0;0;MIR
KEN;26;404;404;Kenya;0;22;1.133333333;8;2;MIR
PRK;26;408;408;Korea, Democratic People Republic of;0;23;0.454545455;18;1;MIR
KOR;26;410;410;Korea, Republic of;0;23;0.017241379;9;0;MIR
KWT;26;414;414;Kuwait;0;0;0;0;0;MIR
KGZ;26;417;417;Kyrgyzstan;0;1;0.176470588;3;0;MIR
LAO;26;418;418;Lao People's Democratic Republic;0;17;1.265306122;45;5;MIR
LBN;26;422;422;Lebanon;0;4;0.017857143;12;1;MIR
LSO;26;426;426;Lesotho;0;10;0.454545455;93;21;MIR
LVA;26;428;428;Latvia;0;7;0.451219512;82;4;MIR
LBR;26;430;430;Liberia;0;1;0.040540541;4;0;MIR
LBY;26;434;434;Libya;0;0;0;0;0;MIR
LTU;26;440;440;Lithuania;0;9;0.034090909;73;3;MIR
LUX;26;442;442;Luxembourg;0;0;0;0;0;MIR
MDG;26;450;450;Madagascar;0;4;4;3;0;MIR
MWI;26;454;454;Malawi;0;63;1;63;12;MIR
MYS;26;458;458;Malaysia;0;23;0.52173913;14;1;MIR
MDV;26;462;462;Maldives;0;0;0;0;0;MIR
MLI;26;466;466;Mali;0;3;0.19047619;3;0;MIR
MLT;26;470;470;Malta;0;0;0;0;0;MIR
MTQ;26;474;474;France, Martinique;0;1;0.192982456;58;0;MIR
MRT;26;478;478;Mauritania;0;0;0;0;0;MIR
MUS;26;480;480;Mauritius;0;0;0;0;0;MIR
MEX;26;484;484;Mexico;0;241;0.443037975;37;4;MIR
MNG;26;496;496;Mongolia;0;3;1.692307692;18;4;MIR
MDA;26;498;498;Moldova;0;7;0.351351351;36;3;MIR
MNE;26;499;499;Montenegro;0;1;0.414634146;32;3;MIR
MAR;26;504;504;Morocco;0;6;0.044117647;3;0;MIR
MOZ;26;508;508;Mozambique;0;67;1.023809524;42;9;MIR
OMN;26;512;512;Oman;0;0;0;0;0;MIR
NAM;26;516;516;Namibia;0;5;5.083333333;39;4;MIR
NPL;26;524;524;Nepal;0;89;3.04;63;9;MIR
NLD;26;528;528;The Netherlands;0;44;0.43902439;51;2;MIR
NCL;26;540;540;New Caledonia;0;0;0;0;0;MIR
VUT;26;548;548;Vanuatu;0;0;0;0;0;MIR
NZL;26;554;554;New Zealand;0;2;0.059701493;8;0;MIR
NIC;26;558;558;Nicaragua;0;20;18.5;6;8;MIR
NER;26;562;562;Niger;0;1;2;1;0;MIR
NGA;26;566;566;Nigeria;0;13;1;1;0;MIR
NOR;26;578;578;Norway;0;12;0.25;43;2;MIR
PAK;26;586;586;Pakistan;0;93;0.6875;8;1;MIR
PAN;26;591;591;Panama;0;10;0.631578947;45;3;MIR
PNG;26;598;598;Papua New Guinea;0;13;0.942028986;27;2;MIR
PRY;26;600;600;Paraguay;0;36;0.164179104;97;12;MIR
PER;26;604;604;Peru;0;88;0.666666667;53;4;MIR
PHL;26;608;608;Philippines;0;53;0.164383562;9;1;MIR
POL;26;616;616;Poland;0;191;0.944444444;1;6;MIR
PRT;26;620;620;Portugal;0;32;0.134615385;67;2;MIR
GNB;26;624;624;Guinea-Bissau;0;0;0;0;0;MIR
TLS;26;626;626;Timor-Leste;0;0;0;0;0;MIR
PRI;26;630;630;Puerto Rico;0;10;0.258064516;75;4;MIR
QAT;26;634;634;Qatar;0;0;0;0;0;MIR
REU;26;638;638;France, La Réunion;0;2;0.666666667;46;0;MIR
ROU;26;642;642;Romania;0;55;0.048387097;59;4;MIR
RUS;26;643;643;Russian Federation;0;289;3.375;43;3;MIR
RWA;26;646;646;Rwanda;0;41;0.111111111;61;1;MIR
LCA;26;662;662;Saint Lucia;0;0;0;0;0;MIR
STP;26;678;678;Sao Tome and Principe;0;0;Inf;0;0;MIR
SAU;26;682;682;Saudi Arabia;0;2;0.015151515;1;0;MIR
SEN;26;686;686;Senegal;0;2;0.272727273;2;0;MIR
SRB;26;688;688;Serbia;0;28;0.914285714;66;4;MIR
SLE;26;694;694;Sierra Leone;0;0;0;0;0;MIR
SGP;26;702;702;Singapore;0;6;0.014084507;19;1;MIR
SVK;26;703;703;Slovakia;0;14;0.852941176;53;3;MIR
VNM;26;704;704;Viet Nam;0;152;0.538461538;31;3;MIR
SVN;26;705;705;Slovenia;0;6;0.247058824;58;2;MIR
SOM;26;706;706;Somalia;0;2;0.142857143;2;0;MIR
ZAF;26;710;710;South Africa;0;96;1.681818182;32;4;MIR
ZWE;26;716;716;Zimbabwe;0;49;0.666666667;67;14;MIR
ESP;26;724;724;Spain;0;131;0.265060241;57;2;MIR
SSD;26;728;728;South Sudan;0;13;0.235294118;22;3;MIR
SDN;26;729;729;Sudan;0;10;0.346153846;4;2;MIR
SUR;26;740;740;Suriname;0;2;2.323529412;67;16;MIR
SWZ;26;748;748;Eswatini;0;10;0.515151515;17;37;MIR
SWE;26;752;752;Sweden;0;37;0.367647059;72;3;MIR
CHE;26;756;756;Switzerland;0;11;1.285714286;25;1;MIR
SYR;26;760;760;Syrian Arab Republic;0;3;0.113636364;3;1;MIR
TJK;26;762;762;Tajikistan;0;0;0;0;0;MIR
THA;26;764;764;Thailand;0;243;1.205882353;71;4;MIR
TGO;26;768;768;Togo;0;1;0.060606061;2;0;MIR
TTO;26;780;780;Trinidad and Tobago;0;1;0.020408163;14;1;MIR
ARE;26;784;784;United Arab Emirates;0;1;0.111111111;1;0;MIR
TUN;26;788;788;Tunisia;0;1;0.04;2;0;MIR
TUR;26;792;792;Türkiye;0;6;0.006410256;1;0;MIR
TKM;26;795;795;Turkmenistan;0;0;0;0;0;MIR
UGA;26;800;800;Uganda;0;146;0.833333333;61;16;MIR
UKR;26;804;804;Ukraine;0;86;4.333333333;43;3;MIR
MKD;26;807;807;North Macedonia;0;7;2.357142857;67;3;MIR
EGY;26;818;818;Egypt;0;4;0.035714286;1;0;MIR
GBR;26;826;826;United Kingdom;0;194;0.490196078;57;3;MIR
TZA;26;834;834;Tanzania, United Republic of;0;68;4.538461538;21;6;MIR
USA;26;840;840;United States of America;0;389;0.099173554;23;1;MIR
BFA;26;854;854;Burkina Faso;0;0;0;0;0;MIR
URY;26;858;858;Uruguay;0;14;0.541176471;83;5;MIR
UZB;26;860;860;Uzbekistan;0;4;0.333333333;2;0;MIR
VEN;26;862;862;Venezuela;0;85;1.617647059;59;5;MIR
WSM;26;882;882;Samoa;0;0;0;0;0;MIR
YEM;26;887;887;Yemen;0;0;0;0;0;MIR
ZMB;26;894;894;Zambia;0;67;0.19047619;69;19;MIR
;;;;Total;;13738;0.307692308;35;3;MIR
AFG;27;4;4;Afghanistan;0;328;2.277777778;16;48;MIR
ALB;27;8;8;Albania;0;174;0.85483871;119;57;MIR
DZA;27;12;12;Algeria;0;1333;2.428571429;58;19;MIR
AGO;27;24;24;Angola;0;1415;4.2;82;3;MIR
AZE;27;31;31;Azerbaijan;0;269;19;52;58;MIR
ARG;27;32;32;Argentina;0;4364;4;194;11;MIR
AUS;27;36;36;Australia;0;4009;2.511627907;309;76;MIR
AUT;27;40;40;Austria;0;1372;2.878787879;307;77;MIR
BHS;27;44;44;Bahamas;0;74;4.185185185;38;28;MIR
BHR;27;48;48;Bahrain;0;17;Inf;15;35;MIR
BGD;27;50;50;Bangladesh;0;1160;0.516129032;14;18;MIR
ARM;27;51;51;Armenia;0;287;4.678571429;205;14;MIR
BRB;27;52;52;Barbados;0;131;Inf;938;35;MIR
BEL;27;56;56;Belgium;0;1902;2.295454545;328;8;MIR
BTN;27;64;64;Bhutan;0;3;Inf;71;0;MIR
BOL;27;68;68;Bolivia;0;616;1.87755102;102;96;MIR
BIH;27;70;70;Bosnia Herzegovina;0;457;3.371428571;287;12;MIR
